ID,vreme,domaci,gosti,2,2-1X,1X-1X
Betole82,2025-07-13 20:00:00,SC Penedense,ASA,1.61,15.0,2.3
Mozzart61,2025-07-13 20:00:00,Penedense,ASA ,1.4,1.0,3.4
Soccer74,2025-07-13 20:00:00,Penedense,ASA,1.43,15.2,2.65
Pinbet81,2025-07-13 20:00:00,SC Penedense,ASA,1.62,1.0,1.0
Oktagon82,2025-07-13 20:00:00,SC Penedense,ASA,1.61,1.0,1.0
Planetwin30,2025-07-13 20:00:00,Penedense,ASA,1.57,1.0,1.0
Superbet85,2025-07-13 20:00:00,Penedense,ASA AL,1.37,1.0,1.0
