ID,vreme,domaci,gosti,1X,2
Oktagon15,2025-07-13 19:00:00,Guarany de Bage,Sao Luiz,1.31,3.1
Betole18,2025-07-13 19:00:00,Guarany de Bage,Sao Luiz,1.3,3.1
Planetwin2,2025-07-13 19:00:00,Guarany de Bage,Sao Luiz,1.54,2.27
Mozzart2,2025-07-13 19:00:00,Guarany Bage,Sao Luiz,1.35,2.9
Pinbet13,2025-07-13 19:00:00,Guarany de Bage,Sao Luiz,1.23,3.5
Soccer8,2025-07-13 19:00:00,Guarany de Bage,Sao Luiz,1.27,3.05
Topbet11,2025-07-13 19:00:00,Guarany de Bage FC,EC Sao Luiz RS,1.31,2.9
Balkan11,2025-07-13 19:00:00,Guarany de Bage FC,EC Sao Luiz RS,1.31,2.85
