ID,vreme,domaci,gosti,G II 0-1,G II 2+
Mozzart33,2025-06-25 20:00:00,Titanes FC,Yaracuyanos,1.06,7.5
Betole52,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,18.0
Soccer46,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,16.3
Oktagon52,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,18.0
Superbet67,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,1.0
