ID,vreme,domaci,gosti,D II 0-1,D II 2+
Topbet35,2025-07-15 19:30:00,Airbus UK Broughton,Connah's Quay Nomads FC,1.38,2.85
Superbet47,2025-07-15 19:30:00,Airbus UK Broughton,Connah's Quay Nomads,1.0,1.0
Balkan51,2025-07-15 19:30:00,Airbus UK Broughton,Connah's Quay Nomads FC,1.0,3.9
Mystake747,2025-07-15 19:30:00,Airbus UK Broughton,Connah`s Quay Nomads ,1.0,1.0
