ID,vreme,domaci,gosti,G II 0-1,G II 2+
Mozzart29,2025-06-25 20:00:00,Titanes FC,Yaracuyanos,1.06,7.5
Soccer42,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,21.0
Oktagon47,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,18.0
Superbet60,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,1.0
Betole47,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,18.0
