ID,vreme,domaci,gosti,D II 0-1,D II 2+
Oktagon44,2025-06-25 18:30:00,Kriens,Baden,1.61,2.12
Soccer33,2025-06-25 18:30:00,Kriens,FC Baden,1.95,1.75
Volcano328,2025-06-25 18:30:00,SC Kriens,FC Baden,1.0,1.0
Betole42,2025-06-25 18:30:00,Kriens,Baden,1.61,2.12
Pinbet36,2025-06-25 18:30:00,Kriens,Baden,1.0,1.0
