ID,vreme,domaci,gosti,II 0-1,II 2+
Mozzart39,2025-07-21 19:30:00,Dock Sud,Flandria,1.41,2.7
Betole42,2025-07-21 19:30:00,Dock Sud,Flandria,1.25,3.45
Planetwin12,2025-07-21 19:30:00,Dock Sud,Flandria,1.26,3.47
Soccer33,2025-07-21 19:30:00,Dock Sud,Flandria,1.31,3.15
Oktagon40,2025-07-21 19:30:00,Dock Sud,Flandria,1.25,3.45
Pinbet33,2025-07-21 19:30:00,Dock Sud,Flandria,1.0,1.0
Superbet41,2025-07-21 19:30:00,Dock Sud,Flandria,1.0,1.0
Topbet33,2025-07-21 19:30:00,CS Dock Sud,CSD Flandria,1.32,3.1
Merkur39,2025-07-21 19:30:00,Dock Sud,Flandria,1.25,3.45
