ID,vreme,domaci,gosti,1,1-X2,X2-X2
Topbet10,2025-07-13 19:00:00,Vinotinto FC Ecuador,Mushuc Runa SC,1.8,13.0,2.2
Balkan50,2025-07-13 19:00:00,Vinotinto FC Ecuador,Mushuc Runa SC,2.5,1.0,1.0
