ID,vreme,domaci,gosti,1,1-X2,X2-X2
Balkan2,2025-07-13 22:30:00,Deportes Temuco,Deportes Concepcion,2.6,1.0,1.0
Planetwin0,2025-07-13 22:30:00,Dep.Temuco,D. Concepcion,2.26,11.0,1.74
Betole0,2025-07-13 22:30:00,Deportes Temuco,D. Concepcion,3.0,9.75,1.47
Topbet2,2025-07-13 22:30:00,Deportes Temuco,Deportes Concepcion,2.75,11.0,1.6
