ID,vreme,domaci,gosti,1,1-X2,X2-X2
Superbet163,2025-07-06 19:00:00,Juventud Unida Universitario,Estudiantes San Luis,1.65,1.0,1.0
Topbet116,2025-07-06 19:00:00,CA Juventud Unida Universitario San Luis,CS Estudiantes San Luis,1.48,18.0,2.95
Volcano17,2025-07-06 19:00:00,Juventud Unida Universitario,Estudiantes San Luis,1.67,1.0,1.0
