ID,vreme,domaci,gosti,W1,W2
Planetwin4,2025-07-13 14:00:00,Alta (2),Funnefoss/Vormsund,1.87,1.79
Volcano733,2025-07-13 14:00:00,Alta IF 2,Funnefoss/Vormsund,1.37,2.55
Oktagon12,2025-07-13 14:00:00,Alta 2,Funnefoss/Vormsund,1.0,1.0
Betole13,2025-07-13 14:00:00,Alta 2,Funnefoss/Vormsund,1.0,1.0
