ID,vreme,domaci,gosti,1X,2
Mozzart50,2025-07-09 19:00:00,Banks,Inverness,1.73,1.9
Soccer61,2025-07-09 19:00:00,Banks O' Dee,Inverness,2.28,1.55
Betole64,2025-07-09 19:00:00,Banks O' Dee,Inverness,2.37,1.47
Volcano510,2025-07-09 19:00:00,Banks O' Dee F.C.,Inverness CT,2.38,1.47
Pinbet43,2025-07-09 19:00:00,Banks O' Dee,Inverness,2.39,1.52
Oktagon64,2025-07-09 19:00:00,Banks O' Dee,Inverness,2.38,1.47
