ID,vreme,domaci,gosti,2,2-1X,1X-1X
Pinbet1,2025-07-13 22:30:00,Deportes Temuco,D. Concepcion,2.3,1.0,1.0
Balkan2,2025-07-13 22:30:00,Deportes Temuco,Deportes Concepcion,2.5,1.0,1.0
Betole1,2025-07-13 22:30:00,Deportes Temuco,D. Concepcion,2.25,10.5,1.72
Superbet2,2025-07-13 22:30:00,Deportes Temuco,Deportes Concepcion,2.45,1.0,1.0
Oktagon1,2025-07-13 22:30:00,Deportes Temuco,D. Concepcion,2.25,10.8,1.72
Topbet2,2025-07-13 22:30:00,Deportes Temuco,Deportes Concepcion,2.5,11.0,1.7
Planetwin0,2025-07-13 22:30:00,Dep.Temuco,D. Concepcion,3.08,9.9,1.48
