ID,vreme,domaci,gosti,GG3+,ne GG3+
Oktagon136,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.31,1.0
Balkan60,2025-07-12 05:00:00,South Hobart FC,Riverside Olympic FC,1.5,1.0
Soccer64,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.32,1.0
Volcano624,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.3,1.0
Betole138,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.32,2.4
Superbet132,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.29,3.25
