ID,vreme,domaci,gosti,II 0-1,II 2+
Topbet157,2025-07-12 12:00:00,Rosenborg BK 2,Volda,3.55,1.27
Volcano553,2025-07-12 12:00:00,Rosenborg 2,Volda,1.0,1.0
Oktagon227,2025-07-12 12:00:00,Rosenborg 2,Volda TI,2.4,1.43
Betole222,2025-07-12 12:00:00,Rosenborg 2,Volda TI,2.41,1.43
