ID,vreme,domaci,gosti,D II 0-1,D II 2+
Oktagon33,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,2.2,1.56
Betole22,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,1.0,1.0
Soccer21,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,2.95,1.33
