ID,vreme,domaci,gosti,1,1-X2,X2-X2
Topbet62,2025-06-25 20:30:00,Deportivo Miranda,Dynamo Puerto FC,1.8,15.0,2.15
Balkan72,2025-06-25 20:30:00,Deportivo Miranda,Dynamo Puerto FC,2.15,1.0,1.0
