ID,vreme,domaci,gosti,2,2-1X,1X-1X
Soccer70,2025-07-09 19:30:00,Flint,Buckley,1.45,11.2,2.8
Oktagon74,2025-07-09 19:30:00,Flint,Buckley,6.95,1.0,1.0
Volcano56,2025-07-09 19:30:00,Flint,Buckley T.,7.1,1.0,1.0
Betole72,2025-07-09 19:30:00,Flint,Buckley,7.0,10.0,1.15
