ID,vreme,domaci,gosti,1X,2
Soccer61,2025-07-09 19:00:00,Banks O' Dee,Inverness,1.78,1.9
Oktagon64,2025-07-09 19:00:00,Banks O' Dee,Inverness,2.47,1.44
Pinbet43,2025-07-09 19:00:00,Banks O' Dee,Inverness,2.49,1.48
Mozzart49,2025-07-09 19:00:00,Banks,Inverness,1.73,1.9
Betole65,2025-07-09 19:00:00,Banks O' Dee,Inverness,2.47,1.43
Volcano510,2025-07-09 19:00:00,Banks O' Dee F.C.,Inverness CT,2.5,1.44
