ID,vreme,domaci,gosti,GG3+,ne GG3+
Planetwin23,2025-07-12 05:30:00,Devonport,Clarence Zebras,1.0,1.0
Volcano604,2025-07-12 05:30:00,Devonport,Clarence Zebras,1.57,1.0
Topbet53,2025-07-12 05:30:00,Devonport City SC,Clarence Zebras FC,1.65,1.0
Betole140,2025-07-12 05:30:00,Devonport,Clarence Zebras FC,1.6,1.85
Balkan64,2025-07-12 05:30:00,Devonport City SC,Clarence Zebras FC,1.8,1.0
Oktagon140,2025-07-12 05:30:00,Devonport,Clarence Zebras FC,1.59,1.0
Superbet136,2025-07-12 05:30:00,Devonport City Strikers,Clarence Zebras,1.52,2.37
Soccer66,2025-07-12 05:30:00,Devonport,Clarence Zebras,1.57,1.0
